Study ID,Study_Publication_Year,Study Class,Treatment Focus (Study level),N Randomized,N Randomized Detail,PTSD Criteria Met at Baseline Percent,PTSD Criteria Met at Baseline Percent Detail,PTSD Severity at Baseline Definition,PTSD Severity at Baseline Mean,PTSD Severity at Baseline Standard Deviation,PTSD Severity at Baseline Detail,Additional PTSD Severity Data,Duration of Symptoms/Diagnosis Mean,Duration of Symptoms/Diagnosis Standard Deviation,Duration of Symptoms/Diagnosis Detail,Active Duty Military Percent,Service-Connected Veteran Percent,Service-Connected Veteran Percent Detail,Veteran Percent,Community Percent,Military Status,Military Status Detail,Age Mean,Age Standard Deviation,Age Detail,Female Percent,Female Detail,Male Percent,Race/Ethnicity Reported,"Race, White","Race, Black","Race, AIAN","Race, Asian","Race, NHPI","Race, Other","Race, Detail","Ethnicity, Hispanic","Ethnicity, Hispanic Detail",Percent Treatment-naive,Percent Treatment-naive Detail,Percent with Depression,Percent with Depression Detail,Percent with TBI History,Percent with TBI History Detail,Trauma Type,Trauma Detail,Trauma Types Mean,Trauma Types Standard Deviation,Trauma Types Detail,Trauma Events Mean,Trauma Events Standard Deviation,Trauma Events Detail,SUD Substance Class,SUD Specific Substance Target,Current SUD Inclusion/Exclusion Criteria,Percent With Any SUD Detail,Patients with Suicidality Excluded,Suicide or Self-Directed Violence Exclusion/Inclusion Criteria,Suicide or Self-Directed Violence Definition,Suicide or Self-Directed Violence Percent,Suicide or Self-Directed Violence Detail,Psychotic Disorder or Symptom Inclusion/Exclusion Criteria,Psychotic Disorder or Symptom Related Definition,Psychotic Disorder or Symptom Related Percent,Psychotic Disorder or Symptom Related Detail,Personality Disorder Definition,Personality Disorder Percent,Personality Disorder Detail,Anxiety Disorder Definition,Anxiety Disorder Percent,Anxiety Disorder Detail,Prior Inpatient Hospitalization Percent,Prior Inpatient Hospitalization Percent Detail,Geometric Point,Risk of Bias Rating,Citation,PTSDPubs ID,Year Added to PTSD-Repository
sullivan2021,2021,Pharmacotherapy,PTSD,245,Sample characteristics reported for N=231 in modified ITT population,1,,CAPS-5,39.5,7.9,,Additional definitions of PTSD severity at baseline reported in the study,7,3.4,Mean time since trauma,0.1645,,,0.8095,0.026,Mixed,"Active duty military includes current reservists (16 participants) and active duty military (22 participants); 225 participants were in active duty military at time of index trauma, with 38 in active duty during the study period, leaving 187 veterans. The remaining 6 participants were law enforcement officers, categorized as Community.",33.6,7.8,,0.069,,0.931,Race and Ethnicity data reported,0.661,0.245,0.016,0.02,,0.057,"""Other"" includes 2% multiple races and 3.7% other races",0.188,,,,,,Moderate/severe: 0%,Exclusion criterion,Mixed,"Combat-related, Other (unspecified)",,,,,,,,,Excluded,"Alcohol use disorder in past 6 months: 0% (excluded)


Substance use disorder in past 6 months, other than tobacco: 0% (excluded)",,,,,"Lifetime suicidal ideation with plan: 8.2%


Lifetime actual suicide attempt: 5.6%",,"Schizophrenia, assessed on MINI 7.0",0,Exclusion criterion,"Antisocial personality disorder, assessed on MINI 7.0",0,Exclusion criterion,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Sullivan GM, Gendreau RM, Gendreau J, et al. Randomized clinical trial of bedtime sublingual cyclobenzaprine (TNX-102 SL) in military-related PTSD and the role of sleep quality in treatment response. Psychiatry Res. 2021 Jul;301:113974. doi: 10.1016/j.psychres.2021.113974. PMID: 33979763.",1569175,2022
suris2013a,2013,Psychotherapy,PTSD,129,"sample characteristics reported for n=86 analyzed; 129 randomized, 86 analyzed due to removing patients treated by a low-fidelity therapist",1,,CAPS,84.57,2.94,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,"VA disability status ""approved"", PTSD: 21%",1,0,Veteran,,46.1,9.66,,0.8488,,0.1512,Race data reported,0.4419,0.407,,,,0.1512,,,,,,,,,,MST,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Surís A, Link-Malcolm J, Chard K, Ahn C, North C. A randomized clinical trial of cognitive processing therapy for veterans with PTSD related to military sexual trauma. J Trauma Stress. 2013 Feb;26(1):28-37. doi: 10.1002/jts.21765. Epub 2013 Jan 16. PMID: 23325750.",41233,2019
suris2013b,2013,Other mixed,PTSD,54,"sample characteristics reported for n=51 analyzed; 54 randomized, 51 analyzed (1 participant with missing data and 2 participants with invalid CAPS scores were excluded from analysis)",1,,CAPS,71.33,15.73,,Additional definitions of PTSD severity at baseline reported in the study,18.38,16.83,,0,,,1,0,Veteran,,43.02,14.91,,0,,1,Race and Ethnicity data reported,0.5294,0.3922,0.0196,,,0.0588,,0.1373,,,,,,,,Combat-related,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Surís AM, Smith JC, Powell CM, et al. Interfering with the reconsolidation of traumatic memory: sirolimus as a novel agent for treating veterans with posttraumatic stress disorder. Ann Clin Psychiatry. 2013 Feb;25(1):33-40. PMID: 23376868.",87369,2019
suris2017,2017,Other mixed,PTSD,54,,1,,PCL,55.85,10.97,,Additional definitions of PTSD severity at baseline reported in the study,12.09,14.73,Years since qualifying trauma,0,,,1,0,Veteran,,37.5,13.69,,0,,1,Race and Ethnicity data reported,0.6667,0.2593,,,,0.0556,,0.0556,,,,0,Current major depressive disorder with melancholia was an exclusion criterion,,,Combat-related,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Surís A, Holliday R, Adinoff B, Holder N, North CS. Facilitating Fear-Based Memory Extinction With Dexamethasone: A Randomized Controlled Trial in Male Veterans With Combat-Related PTSD. Psychiatry. 2017 Winter;80(4):399-410. doi: 10.1080/00332747.2017.1286892. PMID: 29466111.",49780,2019
susanty2022,2022,Psychotherapy,PTSD,91,,1,,PCL-5,58.41,9.36,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,25.43,6.22,,0.912,,0.088,Not reported,,,,,,,,,,64.80%,No previous mental health treatment,,,,"Excluded: ""brain damage""",Mixed,Rape/sexual assault; Intimate partner violence; Other (not specified),,,,,,,,,Excluded,Current substance use disorder: 0% (excluded),,,,,Excluded: acute suicidality,,Current or previous psychotic disorder,0,Exclusion criterion,Paranoid personality disorder,0,Excluded,,,,,"Report ""previous disease hospitalization"" of 38.5% under ""medical history""",POINT (117.2401 -2.21505),High,"Susanty E, Sijbrandij M, Srisayekti W, et al. The Effectiveness of Eye Movement Desensitization for Post-traumatic Stress Disorder in Indonesia: A Randomized Controlled Trial. Front Psychol. 2022;13:845520. doi: https://dx.doi.org/10.3389/fpsyg.2022.845520. PMID: 35548495.",1593739,2023
talbot2014,2014,Psychotherapy,PTSD,45,,0.8889,,"PCL, excluding sleep symptoms",44.58,9.29,,Additional definitions of PTSD severity at baseline reported in the study,18.48,2.05,,,,,0.2,0.8,Mixed,,37.2,10.5,,0.6889,,0.3111,Race data reported,0.7111,0.1333,,0.1111,,0.0444,,,,0%,,0.2,,,,,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Talbot LS, Maguen S, Metzler TJ, et al. Cognitive behavioral therapy for insomnia in posttraumatic stress disorder: a randomized controlled trial. Sleep. 2014 Feb 1;37(3):327-41. doi: 10.5665/sleep.3408. PMID: 24497661.",42060,2020
tang2021,2021,Other mixed,PTSD,28,,1,,,,,mean scores provided in graph format only,Additional definitions of PTSD severity at baseline reported in the study,,,,0,0,,0,1,Community,,39.12,10.68,,1,,0,,,,,,,,,,,,,0.96,"Major depressive disorder, current",0%,"Excluded ""traumatic brain injury with loss of consciousness >15 min.""",,,8.6,2.8,Life Events Checklist,,,,,,Included,"Alcohol dependence: 24.0%


Substance dependence: 20.0%",,,Suicide risk: high,0.76,Measure not described,,Psychotic disorder,0.04,Participant diagnosis of unspecificied schizophrenia spectrum and other psychotic disoder,,,,Generalized anxiety disorder,0.76,,,,POINT (-106.3468 56.13037),Low,"Tang VM, Trought K, Gicas KM, Kozak M, Josselyn SA, Daskalakis ZJ, Blumberger DM, Voineskos D, Knyahnytska Y, Pasricha S, Chung Y, Zhou Y, Isserles M, Wong AHC. Electroconvulsive therapy with a memory reactivation intervention for post-traumatic stress disorder: A randomized controlled trial. Brain Stimul. 2021 May-Jun;14(3):635-642. doi: 10.1016/j.brs.2021.03.015. Epub 2021 Mar 27. PMID: 33785406.",1572125,2022
tarrier1999a,1999,Psychotherapy,PTSD,72,,1,,CAPS,74.66,16.95,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,38.6,11.6,,0.5806,treatment completers only,0.4194,,,,,,,,,,,,,0.54,,,,Mixed,"accidents, other (crime, not specified)",,,,,,,,,Included,"AUD: 7%


SUD: NR",,,,,,,,,,,,,,,"GAD: 43%;


Panic disorder: 25%;


Simple phobia: 10%",,,POINT (-2.865634 54.12387),Some Concerns,"Tarrier N, Pilgrim H, Sommerfield C, et al. A randomized trial of cognitive therapy and imaginal exposure in the treatment of chronic posttraumatic stress disorder. J Consult Clin Psychol. 1999 Feb;67(1):13-8. doi: 10.1037//0022-006X.67.1.13. PMID: 10028204.",9173,2019
taylor2003a,2003,Psychotherapy & CIH,PTSD,60,,0.9667,,,,,,Additional definitions of PTSD severity at baseline reported in the study,8.7,10.8,,0,0,,0,1,Community,,37,10,,0.75,,0.25,Race data reported,0.7667,,,,,0.2333,,,,,,0.4167,,,,Mixed,"rape/sexual assault, accidents, community/school violence",,,,,,65% experienced more than 1 traumatic event,,,,,,,,,,,,,,,,,,,"Panic disorder with or without agoraphobia: 31.67%


Social anxiety disorder: 11.67%


Specific phobia: 10.00%


Generalized anxiety disorder: 6.67%


Obsessive compulsive disorder: 5.00%


Anxiety disorder not otherwise specified: 1.67%",,,POINT (-106.3468 56.13037),High,"Taylor S, Thordarson DS, Maxfield L, et al. Comparative efficacy, speed, and adverse effects of three PTSD treatments: exposure therapy, EMDR, and relaxation training. J Consult Clin Psychol. 2003a Apr;71(2):330-8. doi: 10.1037/0022-006X.71.2.330. PMID: 12699027.",25484,2020
taylor2008,2008,Pharmacotherapy,PTSD,13,,1,,PCL-C,59,13,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,49,10,,0.8462,,0.1538,,,,,,,,,,,0%,,0.7692,,,,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,"Obsessive-compulsive disorder: 7.69%;


Panic disorder: 7.69%",,,POINT (-95.71289 37.09024),High,"Taylor FB, Martin P, Thompson C, et al. Prazosin effects on objective sleep measures and clinical symptoms in civilian trauma posttraumatic stress disorder: a placebo-controlled study. Biol Psychiatry. 2008 Mar 15;63(6):629-32. doi: 10.1016/j.biopsych.2007.07.001. PMID: 17868655.",1548486,2019
terheide2016,2016,Psychotherapy,PTSD,72,,1,,CAPS,76.5,18.15,,Additional definitions of PTSD severity at baseline reported in the study,7.95,6.86,,,,,,1,Community,,41.45,11.32,,0.2778,,0.7222,,,,,,,,,,,,,0.7778,,,,Mixed,"terrorism/political violence/forced displacement, community/school violence",13.75,5.55,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (5.281473 52.10081),High,"Ter Heide FJJ, Mooren TM, Van de Schoot R, et al. Eye Movement Desensitisation and Reprocessing therapy v. stabilisation as usual for refugees: randomised controlled trial. Br J Psychiatry. 2016 Oct;209(4):311-8. doi: 10.1192/bjp.bp.115.167775. PMID: 26892849.",45021,2019
thierree2021,2021,Other mixed,PTSD,38,,1,,CAPS,82.7,15,,Additional definitions of PTSD severity at baseline reported in the study,,,Age at onset of symptoms: 22.7 years (SD 9.1),,,,,1,Community,,32.5,10.6,,0.6579,,0.3421,Not reported,,,,,,,,,,,All naïve to trauma-focused psychotherapy; 58% on SSRI at baseline,0.4211,"Current depressive episode, MINI",,"Excluded ""those with identified neurological pathologies""",Mixed,Combat-related; Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Terrorism/political violence/forced displacement; Other (injury threatening survival),,,,3.7,2.5,,,,Excluded,Current psychoactive substance addiction: 0% (excluded),,,"Current suicidal thoughts, MINI",0.2632,,,,,Excluded acute or chronic delusional conditions,,,,,,,,,POINT (2.536185 46.18701),Some Concerns,"Thierree S, Raulin-Briot M, Legrand M, et al. Combining trauma script exposure with rTMS to reduce symptoms of post-traumatic stress disorder: randomized controlled trial. Neuromodulation. 2021 Jun;25(4):549-57. doi: 10.1111/ner.13505. PMID: 35667770.",1576800,2023
thorp2019,2019,Psychotherapy & CIH,PTSD,87,,1,,CAPS,69.73,14.75,,Additional definitions of PTSD severity at baseline reported in the study,,,mean 43.12 (SD 5.80) years since index trauma,0,,,1,0,Veteran,,65.41,5.44,,0,,1,,,,,,,,,,,,,0.2069,,,,Mixed,"combat-related, natural or manmade disasters",,,,,,,,,,,,,,,,,,,,,,,Any anxiety disorder using SCID for DSM-IV-TR,0.4598,,,,POINT (-95.71289 37.09024),High,"Thorp S, Glassman LH. A randomized controlled trial of prolonged exposure therapy versus relaxation training for older veterans with military-related PTSD. J Anxiety Disord. 2019 May;64:45-54. doi: 10.1016/j.janxdis.2019.02.003. PMID: 30978622.",51843,2020
tripodi2019,2019,Psychotherapy,PTSD+SUD,40,,1,,PCL-C,57.12,15,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,0,,0,1,Community,,39.94,8.8,,1,,0,Race data reported,0.697,0.1515,,,,0.1515,,,,,,,,,,,,,,,,,,Mixed Alcohol/Drug,Mixed Alcohol/Drug,Excluded,History of substance use disorder: 100%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Tripodi SJ, Mennicke AM, McCarter SA, et al. Evaluating seeking safety for women in prison: a randomized controlled trial. Res Soc Work Pract. 2019 Mar;29(3):281-90. doi: 10.1177/1049731517706550.",1587979,2020
tucker2001,2001,Pharmacotherapy,PTSD,323,,1,,CAPS-2,73.7,16.7,,Additional definitions of PTSD severity at baseline reported in the study,,,mean 14.9 [SD 13.6] years since trauma,,,,0.0684,0.9316,Mixed,,40.8,,range 18 to 78,0.658,,0.342,Race data reported,0.7231,0.0945,,0.013,,0.1694,,,,,,0.3518,,,,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (serious injury, seeing someone hurt or die)",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,"GAD: 15.96%;


Panic disorder: 10.75%;


Social anxiety disorder: 8.79%;


Obsessive-compulsive disorder: 2.28%",,,,High,"Tucker PM, Zaninelli R, Yehuda R, et al. Paroxetine in the treatment of chronic posttraumatic stress disorder: results of a placebo-controlled, flexible-dosage trial. J Clin Psychiatry. 2001;62(11):860-8. PMID: 11775045.",24214,2019
tucker2003,2003,Pharmacotherapy,PTSD,59,,1,,CAPS,88.74,13.83,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,38.75,11.77,,0.7414,,0.2586,Race and Ethnicity data reported,0.8621,0.0517,0.0345,,,0.0517,,0.0517,,34.48%,naive to psychotropic medication,0.881,,,,Mixed,"rape/sexual assault, combat-related, natural or manmade disasters, accidents, terrorism/political violence/forced displacement, community/school violence",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,"Panic disorder: 12.07%;


""Rashes with anxiety"": 10.34%",0.1724,,POINT (-95.71289 37.09024),High,"Tucker P, Potter-Kimball R, Wyatt DB, et al. Can physiologic assessment and side effects tease out differences in PTSD trials? A double-blind comparison of citalopram, sertraline, and placebo. Psychopharmacol Bull. 2003 Summer;37(3):135-49.  PMID: 14608246.",26085,2019
tucker2007,2007,Pharmacotherapy,PTSD,40,,1,,CAPS,89.7,13.75,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,42,11,,0.7895,,0.2105,Race data reported,0.8947,0.0526,,,,0.0526,,,,,,0.9211,,,,Mixed,"child sexual abuse, child physical abuse, intimate partner violence, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (non-specified)",1.16,,,,,,,,Excluded,0%,,,,,,,,,,,,,Major depression + panic,0.2895,,,,POINT (-95.71289 37.09024),Low,"Tucker P, Trautman RP, Wyatt DB, et al. Efficacy and safety of topiramate monotherapy in civilian posttraumatic stress disorder: a randomized, double-blind, placebo-controlled study. J Clin Psychiatry. 2007 Feb;68(2):201-6. PMID: 17335317.",31122,2019
tuerk2018,2018,Psychotherapy & pharmacotherapy,PTSD,26,,1,,CAPS,68.5,18.5,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,32.4,6.4,,0,,1,Race data reported,0.6154,0.3846,,,,,,,,,,,,,,Combat-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Low,"Tuerk PW, Wangelin BC, Powers MB, et al. Augmenting treatment efficiency in exposure therapy for PTSD: a randomized double-blind placebo-controlled trial of yohimbine HCl. Cogn. Behav. Ther. 2018 Sep;47(5):351-71. doi: 10.1080/16506073.2018.1432679. PMID: 29448886.",50114,2019
tylee2017,2017,Psychotherapy,PTSD,30,,1,,PSS-I,38,6.6,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,45.8,17.8,,0,,1,Race data reported,0.7333,,,,,0.2667,,,,0%,,,,,,Mixed,"combat-related, other (not specified)",,,,2.6,0.8,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Tylee DS, Gray R, Glatt SJ, et al. Evaluation of the reconsolidation of traumatic memories protocol for the treatment of PTSD: a randomized, wait-list-controlled trial. J Mil Veteran Fam Health. 2017;3(1):21-33. doi: 10.3138/jmvfh.4120.",49612,2019
ulmer2011,2011,Psychotherapy,PTSD,22,,1,,PCL-M,63.23,,SE 2.53,Additional definitions of PTSD severity at baseline reported in the study,,,mean 15.66 [SD 15.53] years since trauma,0,,,1,0,Veteran,,45.96,11.06,,0.3182,,0.6818,Race data reported,0.333,0.333,,,,0.333,,,,,,,,,,,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Ulmer CS, Edinger JD, Calhoun PS. A multi-component cognitive-behavioral intervention for sleep disturbance in veterans with PTSD: a pilot study. J Clin Sleep Med. 2011 Feb 15;7(1):57-68.  PMID: 21344046.",36068,2019
vandenberg2015,2015,Psychotherapy,PTSD,155,,1,,CAPS,69.9,16.2,,Additional definitions of PTSD severity at baseline reported in the study,21,13.5,,,,,,1,Community,,41.2,10.5,,0.5419,,0.4581,,,,,,,,,,,,,,(2% depression with psychotic features),,,Mixed,"rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)",,,,,,"text describes ""most"" as experiencing multiple childhood traumatic events",,,,,,,,,"History of suicide attempt: 60.6%;


MINI-Plus: medium or high suicide risk: 45.2%",,,,"Delusion Rating Scale: current delusions: 61.9%


Auditory Hallucination Rating Scale: current auditory verbal hallucinations: 40.0%


MINI-Plus: psychotic disorder or mood disorder with psychotic features, lifetime diagnosis -


Schizophrenia: 61.3%;


Schizoaffective disorder: 29.0%;


Brief psychotic disorder: 0.6%;


Psychotic disorder not otherwise specified: 2.6%;


Bipolar disorder with psychotic features: 4.5%;


Depression with psychotic features: 1.9%",,,,,,,,,POINT (5.281473 52.10081),High,"van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",43279,2019
vandenderen2018,2018,Psychotherapy,PTSD,85,,0.9412,,IES (Dutch version),46.29,12.51,,Additional definitions of PTSD severity at baseline reported in the study,4.22,4.71,,,,,,1,Community,,48.5,14.92,,0.7412,,0.2588,,,,,,,,,,,,,,,,,Other,homicidally bereaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (5.281473 52.10081),High,"van Denderen M, de Keijser J, Stewart R, et al. Treating complicated grief and posttraumatic stress in homicidally bereaved individuals: a randomized controlled trial. Clin Psychol Psychother. 2018 Feb 26(25):497-508. doi: 10.1002/cpp.2183. PMID: 29479767.",49818,2019
vanderkolk1994,1994,Pharmacotherapy,PTSD,64,,1,,,,,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,0.4844,,0.4844,0.5156,Mixed,,40.4,7.1,,0.3438,,0.6562,,,,,,,,,,,,,0.5313,,,,Mixed,"combat-related, child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, terrorism/political violence/forced displacement",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Van der Kolk BA, Dreyfuss D, Michaels MJ, et al. Fluoxetine in posttraumatic stress disorder. J Clin Psychiatry. 1994;55(12):517-22. PMID: 7814344.",5244,2019
vanderkolk2007,2007,Psychotherapy & pharmacotherapy,PTSD,88,,1,,,,,"CAPS 1 month: 74.0 (13.4)


CAPS 1 week: 71.2 (13.0)",Additional definitions of PTSD severity at baseline reported in the study,12.9,11.9,,,,,,1,Community,,36.1,13.4,,0.8295,,0.1705,Race data reported,0.6705,,,,,,,,,,,,,,,Mixed,"combat-related, child physical abuse, child sexual abuse, rape/sexual assault, intimate partner violence, accidents, community/school violence, terrorism/political violence/forced displacement, other (""other adult victimization,"" ""traumatic loss,"" injury)",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Van der Kolk BA, Spinazzola J, Blaustein ME, et al. A randomized clinical trial of Eye Movement Desensitization and Reprocessing (EMDR), fluoxetine, and pill placebo in the treatment of posttraumatic stress disorder: treatment effects and long-term maintenance. J Clin Psychiatry. 2007 Jan;68(1):37-46. doi: 10.4088/JCP.v68n0105. PMID: 17284128.",29236,2019
vanderkolk2014,2014,CIH,PTSD,76,,1,,CAPS,75.3,14.45,,Additional definitions of PTSD severity at baseline reported in the study,,,>12 years since index trauma,,,,,1,Community,,42.9,12,,1,,0,Race and Ethnicity data reported,0.781,,,,,0.219,,0.1406,,0%,,,,,,,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"van der Kolk BA, Stone L, West J, et al. Yoga as an adjunctive treatment for posttraumatic stress disorder: a randomized controlled trial. J Clin Psychiatry. 2014 Jun;75(6):e559-65. doi: 10.4088/JCP.13m08561. PMID: 25004196.",42647,2019
vanderkolk2016,2016,Nonpharmacologic biological,PTSD,52,,1,,CAPS,77.97,16.93,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,44.4,13.15,,0.8571,,0.1429,Race data reported,0.6731,0.0769,0.0192,,,0.2308,,,,0%,,,,0%,,Mixed,"child other abuse, rape/sexual assault, intimate partner violence, other (not specified)",,,,9.29,2.9,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Van der Kolk BA, Hodgdon HB, Gapen MA, et al. A randomized controlled study of neurofeedback for chronic PTSD. PLoS One. 2016 Dec 16;11(12):e0166752. doi: 10.1371/journal.pone.0166752. PMID: 27992435.",46581,2019
